,1x,1y,1z,2x,2y,2z,3x,3y,3z,4x,4y,4z,5x,5y,5z,6x,6y,6z,7x,7y,7z,8x,8y,8z,9x,9y,9z,10x,10y,10z,11x,11y,11z,12x,12y,12z,13x,13y,13z,14x,14y,14z,15x,15y,15z,16x,16y,16z,17x,17y,17z,18x,18y,18z,19z,19y,19z,20x,20y,20z,21x,21y,21z,22x,22y,22z,23x,23y,23z,24x,24y,24z,Etiqueta
0,314.79620361328125,-211.52676391601562,3531.73046875,254.09347534179688,-109.56766510009766,3528.30224609375,385.33685302734375,-120.80265045166016,3544.12646484375,310.6253356933594,-320.22698974609375,3496.240234375,186.49964904785156,285.85711669921875,3552.977294921875,457.44415283203125,255.0432891845703,3625.21435546875,297.71136474609375,-468.8628845214844,3504.067138671875,201.10739135742188,697.6923828125,3452.91259765625,444.6139221191406,684.674560546875,3575.51318359375,287.24713134765625,-522.2671508789062,3537.203125,155.54025268554688,774.9644775390625,3559.953857421875,472.87579345703125,758.0930786132812,3701.54541015625,254.40597534179688,-753.64501953125,3534.625732421875,188.66329956054688,-643.1395874023438,3518.90966796875,352.59857177734375,-666.7161254882812,3527.49072265625,237.3087158203125,-813.5921020507812,3596.66455078125,92.83644104003906,-628.033935546875,3514.998779296875,444.6493225097656,-674.9019775390625,3534.848876953125,3498.42138671875,-361.9969177246094,3498.42138671875,530.2882080078125,-431.91009521484375,3500.5234375,59.908409118652344,-124.63230895996094,3574.03662109375,572.9293212890625,-204.95718383789062,3623.37744140625,57.03187942504883,-33.26804733276367,3595.40625,596.1077880859375,-132.54043579101562,3665.223876953125,1.0
1,-428.2110900878906,-1030.1846923828125,4349.7001953125,-417.35260009765625,-945.2303466796875,4376.92138671875,-438.45941162109375,-944.4723510742188,4367.56787109375,-431.0409240722656,-1122.6053466796875,4319.5087890625,-397.2774353027344,-619.2550659179688,4465.1484375,-420.0270080566406,-634.6348876953125,4449.89599609375,-424.19500732421875,-1257.9560546875,4288.31591796875,-398.87384033203125,-291.9415588378906,4566.21142578125,-426.4488220214844,-292.94464111328125,4562.3017578125,-422.225341796875,-1284.2294921875,4267.75244140625,-391.44061279296875,-227.86013793945312,4566.6865234375,-417.223388671875,-223.14035034179688,4552.74951171875,-429.16546630859375,-1468.042236328125,4170.15673828125,-411.1991271972656,-1391.8131103515625,4220.419921875,-443.06195068359375,-1394.7789306640625,4207.87548828125,-424.7958984375,-1510.986083984375,4148.2578125,-396.70440673828125,-1400.467529296875,4214.2822265625,-463.990478515625,-1403.737548828125,4193.4951171875,4300.978515625,-1245.9608154296875,4300.978515625,-492.98028564453125,-1227.085205078125,4265.5966796875,-404.63018798828125,-1165.917724609375,4275.49169921875,-451.427978515625,-1151.439208984375,4245.30322265625,-406.76361083984375,-1133.9505615234375,4276.9951171875,-443.4840393066406,-1119.7200927734375,4265.3564453125,1.0
2,2109.94287109375,-1020.9288330078125,4951.44873046875,2135.830322265625,-928.9319458007812,4947.26611328125,2101.33740234375,-937.1399536132812,4997.4765625,2106.452392578125,-1120.5665283203125,4930.12841796875,2190.623779296875,-563.9334716796875,4984.88427734375,2124.638671875,-582.52880859375,5068.4716796875,2095.461669921875,-1256.7999267578125,4898.5380859375,2263.264404296875,-212.37857055664062,5101.22900390625,2227.409423828125,-227.6009979248047,5167.07421875,2081.595947265625,-1294.110107421875,4877.54052734375,2246.292724609375,-141.4270477294922,5082.46044921875,2205.721923828125,-162.34933471679688,5167.33935546875,2058.00390625,-1497.677001953125,4804.27685546875,2092.404541015625,-1406.356201171875,4808.98583984375,2046.3203125,-1415.7913818359375,4868.25927734375,2039.28515625,-1544.119873046875,4774.5888671875,2105.08642578125,-1403.5347900390625,4764.83447265625,2012.4921875,-1418.338623046875,4890.26806640625,4802.4931640625,-1186.296875,4802.4931640625,2022.8626708984375,-1214.3095703125,5002.4794921875,2065.22412109375,-1166.1396484375,4772.4580078125,2004.743408203125,-1171.3170166015625,4943.3603515625,2048.31884765625,-1161.0704345703125,4760.9013671875,1997.261474609375,-1169.740966796875,4920.654296875,1.0
3,1817.2603759765625,-970.6214599609375,5005.8447265625,1864.493408203125,-886.4912109375,5012.0419921875,1793.406494140625,-878.2838745117188,5036.0166015625,1804.5697021484375,-1072.125244140625,4991.44140625,1902.397705078125,-536.7373657226562,5059.49267578125,1790.5286865234375,-541.9559936523438,5114.6181640625,1785.732177734375,-1204.72412109375,4958.98046875,1948.9681396484375,-183.69357299804688,5184.3173828125,1856.975341796875,-192.18350219726562,5235.56982421875,1768.523193359375,-1238.639404296875,4936.16796875,1941.28515625,-111.2005386352539,5143.9716796875,1828.3492431640625,-122.23304748535156,5205.3828125,1723.095458984375,-1454.9295654296875,4878.5078125,1785.413330078125,-1366.818603515625,4897.56201171875,1706.147216796875,-1360.9443359375,4918.30419921875,1704.886474609375,-1498.262939453125,4844.5283203125,1828.161865234375,-1375.9622802734375,4880.58984375,1657.490234375,-1359.860595703125,4917.96044921875,4910.24169921875,-1178.7880859375,4910.24169921875,1664.6597900390625,-1151.36474609375,4978.5283203125,1879.2548828125,-1125.03515625,4848.5869140625,1656.479736328125,-1087.20947265625,4920.892578125,1863.5845947265625,-1119.431396484375,4827.99609375,1651.2542724609375,-1063.707763671875,4908.71337890625,1.0
4,300.6162109375,-1067.8875732421875,4435.8046875,352.6617126464844,-971.3156127929688,4452.24560546875,238.40731811523438,-985.7261962890625,4471.6826171875,310.15460205078125,-1173.9969482421875,4427.5693359375,358.52801513671875,-614.5015869140625,4518.4111328125,206.0395965576172,-638.0064697265625,4563.60302734375,316.161376953125,-1313.326171875,4373.14453125,321.71044921875,-239.74752807617188,4670.806640625,254.6161651611328,-285.985107421875,4800.6650390625,321.34222412109375,-1360.537353515625,4338.2470703125,325.146728515625,-147.90391540527344,4581.29052734375,220.3523712158203,-193.15769958496094,4748.763671875,352.65814208984375,-1582.777587890625,4274.62890625,411.9544372558594,-1471.706298828125,4306.36767578125,265.796630859375,-1499.8621826171875,4318.88916015625,354.850830078125,-1635.369384765625,4209.42333984375,498.45941162109375,-1441.6416015625,4302.26708984375,181.26856994628906,-1500.4566650390625,4326.9140625,4365.1806640625,-1185.225341796875,4365.1806640625,90.53294372558594,-1279.6636962890625,4393.55810546875,511.1376953125,-977.8453369140625,4313.3154296875,12.401407241821289,-1102.21826171875,4331.45068359375,511.5479431152344,-906.2255859375,4310.529296875,-13.45787525177002,-1032.775634765625,4317.72119140625,1.0
5,-4740.97900390625,-4343.197265625,10922.740234375,-4722.1142578125,-4264.037109375,10968.900390625,-4788.4326171875,-4260.3115234375,10940.013671875,-4721.04248046875,-4434.97802734375,10889.7607421875,-4750.5009765625,-3955.52197265625,11100.2431640625,-4834.44921875,-3952.84033203125,11057.2880859375,-4698.11865234375,-4556.8017578125,10847.146484375,-4816.8046875,-3625.123779296875,11250.287109375,-4882.78564453125,-3628.61962890625,11246.7392578125,-4687.287109375,-4589.0478515625,10816.529296875,-4807.1708984375,-3546.805908203125,11244.626953125,-4893.78759765625,-3550.770751953125,11231.591796875,-4640.865234375,-4803.9345703125,10704.275390625,-4621.74755859375,-4714.9794921875,10775.482421875,-4695.5478515625,-4717.14501953125,10740.603515625,-4630.6064453125,-4844.93798828125,10666.3583984375,-4570.7158203125,-4724.0048828125,10783.884765625,-4727.2900390625,-4727.70654296875,10716.0068359375,10909.2275390625,-4537.31982421875,10909.2275390625,-4822.0439453125,-4516.7236328125,10810.2724609375,-4603.1611328125,-4441.04833984375,10878.0439453125,-4822.9541015625,-4404.0224609375,10803.564453125,-4603.5068359375,-4405.32470703125,10865.763671875,-4824.9580078125,-4371.90673828125,10794.939453125,1.0
6,2009.289306640625,-1036.99658203125,4576.7998046875,2060.44287109375,-947.7926635742188,4595.13916015625,1977.6217041015625,-945.1865234375,4610.57470703125,2001.645751953125,-1142.759765625,4568.65869140625,2123.04248046875,-578.5604248046875,4649.9609375,1993.3316650390625,-589.0123901367188,4670.25390625,1986.760009765625,-1288.3267822265625,4503.6982421875,2154.21142578125,-218.8889617919922,4773.017578125,2119.861083984375,-232.77554321289062,4839.95751953125,1979.834716796875,-1323.5531005859375,4476.3681640625,2146.0751953125,-133.53421020507812,4713.85107421875,2084.91845703125,-138.51393127441406,4794.3798828125,1946.5484619140625,-1541.83984375,4412.14794921875,2010.6259765625,-1454.179931640625,4438.921875,1907.9814453125,-1448.3740234375,4455.5986328125,1932.3580322265625,-1582.2578125,4354.8759765625,2060.594970703125,-1454.440185546875,4423.20947265625,1836.118896484375,-1435.21826171875,4464.52880859375,4533.3974609375,-1227.256591796875,4533.3974609375,1823.766845703125,-1209.48828125,4561.83837890625,2151.578857421875,-1024.7845458984375,4506.36376953125,1821.1597900390625,-996.7132568359375,4551.6484375,2179.523193359375,-943.3631591796875,4502.51513671875,1811.4501953125,-922.7884521484375,4571.662109375,1.0
7,-299.72357177734375,299.54742431640625,2553.502685546875,-214.9276580810547,359.2236328125,2547.344970703125,-323.321044921875,383.19671630859375,2514.32568359375,-335.16180419921875,219.6473388671875,2601.62255859375,-52.86003875732422,503.1392517089844,2391.7734375,-291.83905029296875,494.01239013671875,2193.587158203125,-380.796875,84.38709259033203,2623.520263671875,140.3314666748047,773.1349487304688,2495.765625,-251.62075805664062,726.14013671875,2317.173828125,-389.72088623046875,40.34510040283203,2592.23388671875,227.5990447998047,833.74951171875,2443.624755859375,-197.6889190673828,795.5603637695312,2238.805419921875,-469.14532470703125,-156.9353485107422,2610.33642578125,-362.5747985839844,-104.05534362792969,2636.792724609375,-510.25604248046875,-36.59410858154297,2598.66552734375,-473.564453125,-214.39321899414062,2557.716064453125,-293.7976989746094,-153.9263458251953,2651.778076171875,-604.3262939453125,8.944246292114258,2567.5400390625,2516.09521484375,-47.83364486694336,2516.09521484375,-636.2137451171875,253.25778198242188,2521.569091796875,-271.7080383300781,-166.07400512695312,2455.574951171875,-704.8504638671875,469.34246826171875,2446.3330078125,-288.39105224609375,-198.20265197753906,2443.71826171875,-746.1473999023438,537.2927856445312,2418.890869140625,1.0
8,-214.8932647705078,160.03097534179688,2073.09912109375,-165.74911499023438,247.6964569091797,2125.94775390625,-235.522705078125,247.40121459960938,2012.072265625,-259.78857421875,53.315345764160156,2086.50537109375,97.32551574707031,433.84906005859375,2131.92333984375,-266.40496826171875,573.3038330078125,1861.085693359375,-270.03936767578125,-86.29493713378906,2087.99072265625,-56.734092712402344,812.9169311523438,2135.36865234375,-406.3385925292969,939.2491455078125,1835.2301025390625,-266.4366760253906,-138.58042907714844,2070.84130859375,31.144428253173828,914.7545776367188,2145.402587890625,-356.111572265625,1016.0736083984375,1760.232177734375,-326.0097961425781,-357.1609191894531,2053.57568359375,-266.64849853515625,-292.96722412109375,2135.4208984375,-344.8692321777344,-240.9363250732422,2006.4429931640625,-291.3736877441406,-404.12542724609375,2017.1715087890625,-229.6409912109375,-364.0578918457031,2214.08154296875,-402.18377685546875,-243.6332244873047,1946.4068603515625,2377.831787109375,-448.47430419921875,2377.831787109375,-484.23626708984375,-54.55025100708008,1928.6722412109375,-15.9839448928833,-558.4536743164062,2337.87548828125,-602.699462890625,124.70445251464844,1892.8294677734375,5.987451076507568,-600.4984130859375,2324.858154296875,-647.3961791992188,193.1291046142578,1896.539306640625,1.0
9,-1214.429931640625,-1616.1927490234375,5278.09228515625,-1198.97998046875,-1530.401611328125,5315.19921875,-1247.063720703125,-1528.655517578125,5299.8037109375,-1203.044189453125,-1703.117431640625,5249.01123046875,-1223.553955078125,-1210.5277099609375,5430.4052734375,-1282.177490234375,-1211.6607666015625,5392.55078125,-1188.018310546875,-1845.767333984375,5204.970703125,-1270.92333984375,-879.2657470703125,5558.20703125,-1318.778564453125,-878.2945556640625,5539.0439453125,-1185.392822265625,-1869.65234375,5187.4140625,-1266.204345703125,-821.5662841796875,5569.8056640625,-1328.540771484375,-815.9728393554688,5545.8759765625,-1178.215087890625,-2047.0244140625,5083.9794921875,-1146.497314453125,-1972.1695556640625,5140.94580078125,-1215.042236328125,-1970.6441650390625,5121.8251953125,-1171.5765380859375,-2104.68212890625,5052.95068359375,-1104.9215087890625,-1972.6640625,5134.2548828125,-1252.6231689453125,-1969.9879150390625,5106.46630859375,5250.1513671875,-1818.723876953125,5250.1513671875,-1283.33447265625,-1822.4351806640625,5190.85888671875,-1108.2601318359375,-1755.1748046875,5212.07177734375,-1224.400634765625,-1770.1929931640625,5169.2412109375,-1107.750732421875,-1720.7001953125,5215.3330078125,-1217.2127685546875,-1732.5648193359375,5194.88818359375,1.0
